Attack Rate (per 1000),CFR (%),Cases,Date,Deaths,Governorate
31.584,0.26,46440,2017-09-24,122,Sana'a
31.5,0.3,23746,2017-07-29,76,Al Dhale'e
31.5,0.3,23746,2017-07-28,76,Al Dhale'e
31.461,0.24,63308,2017-09-21,151,Dhamar
31.377,0.12,23827,2017-10-08,29,Al Bayda
31.366999999999997,0.54,73077,2017-09-11,391,Hajjah
31.3,0.5,23804,2017-07-26,123,Al Mahwit
31.25,0.18,19103,2017-08-21,34,Abyan
31.248,0.18,19102,2017-08-20,34,Abyan
31.234,0.12,23719,2017-10-05,29,Al Bayda
31.163,0.24,62708,2017-09-20,151,Dhamar
31.109,0.12,23624,2017-10-04,29,Al Bayda
31.0,0.3,23347,2017-07-27,76,Al Dhale'e
30.98,0.12,23526,2017-10-03,28,Al Bayda
30.97,0.08,87578,2017-11-08,68,Amanat Al Asimah
30.916999999999998,0.54,72029,2017-09-10,390,Hajjah
30.906,0.24,62191,2017-09-19,151,Dhamar
30.869,0.08,87293,2017-11-07,68,Amanat Al Asimah
30.86,0.18,18865,2017-08-19,34,Abyan
30.8,0.5,23417,2017-07-25,122,Al Mahwit
30.788,0.08,87064,2017-11-06,68,Amanat Al Asimah
30.714000000000002,0.12,23324,2017-10-01,28,Al Bayda
30.714000000000002,0.12,23324,2017-10-02,28,Al Bayda
30.691,0.08,86788,2017-11-05,68,Amanat Al Asimah
30.685,0.27,45118,2017-09-23,122,Sana'a
30.623,0.24,61621,2017-09-18,148,Dhamar
30.561,0.08,86420,2017-11-04,68,Amanat Al Asimah
30.529,0.12,23183,2017-09-30,28,Al Bayda
30.526999999999997,0.08,86324,2017-11-03,68,Amanat Al Asimah
30.504,0.55,71067,2017-09-09,389,Hajjah
30.482,0.18,18634,2017-08-18,34,Abyan
30.43,0.55,70893,2017-09-08,389,Hajjah
30.4,0.3,22867,2017-07-26,76,Al Dhale'e
30.378,0.24,61129,2017-09-17,148,Dhamar
30.213,0.18,18469,2017-08-17,34,Abyan
30.2,0.3,46133,2017-08-03,151,Amran
30.19,0.12,22926,2017-09-28,28,Al Bayda
30.128,0.24,60625,2017-09-16,148,Dhamar
30.1,0.5,22922,2017-07-24,121,Al Mahwit
30.084,0.08,85073,2017-10-30,68,Amanat Al Asimah
30.029,0.12,22804,2017-09-27,28,Al Bayda
30.0,0.08,84836,2017-10-29,68,Amanat Al Asimah
29.915,0.08,84593,2017-10-28,68,Amanat Al Asimah
29.9,0.3,22539,2017-07-25,76,Al Dhale'e
29.866,0.19,18257,2017-08-16,34,Abyan
29.845,0.25,60057,2017-09-15,148,Dhamar
29.824,0.12,22648,2017-09-26,28,Al Bayda
29.801,0.56,69428,2017-09-07,389,Hajjah
29.7,0.5,22621,2017-07-23,121,Al Mahwit
29.621,0.08,83764,2017-10-25,68,Amanat Al Asimah
29.576,0.25,59514,2017-09-14,148,Dhamar
29.561999999999998,0.12,22449,2017-09-25,28,Al Bayda
29.535,0.18,18055,2017-08-15,33,Abyan
29.5,0.3,22240,2017-07-24,75,Al Dhale'e
29.403000000000002,0.67,17841,2018-02-18,120,Raymah
29.4,0.3,45040,2017-08-01,151,Amran
29.374000000000002,0.57,68433,2017-09-06,387,Hajjah
29.37,0.13,22303,2017-09-24,28,Al Bayda
29.361,0.28,43171,2017-09-22,122,Sana'a
29.206,0.08,82589,2017-10-22,68,Amanat Al Asimah
29.201999999999998,0.13,22176,2017-09-23,28,Al Bayda
29.15,0.08,82431,2017-10-21,68,Amanat Al Asimah
29.1,0.3,44457,2017-07-31,150,Amran
29.1,0.3,21935,2017-07-23,75,Al Dhale'e
29.089000000000002,0.57,67770,2017-09-05,386,Hajjah
29.073,0.68,17641,2018-02-11,120,Raymah
28.989,0.25,58334,2017-09-13,146,Dhamar
28.98,0.25,58315,2017-09-12,146,Dhamar
28.909000000000002,0.13,21953,2017-09-22,28,Al Bayda
28.86,0.57,67237,2017-09-04,384,Hajjah
28.842,0.08,81559,2017-10-17,68,Amanat Al Asimah
28.75,0.2,17575,2017-08-13,33,Abyan
28.75,0.69,17445,2018-02-04,120,Raymah
28.739,0.08,81270,2017-10-16,67,Amanat Al Asimah
28.711,0.25,57774,2017-09-11,146,Dhamar
28.703000000000003,0.13,21797,2017-09-21,28,Al Bayda
28.7,0.3,43866,2017-07-30,150,Amran
28.7,0.3,21628,2017-07-22,75,Al Dhale'e
28.603,0.08,80884,2017-10-14,67,Amanat Al Asimah
28.511999999999997,0.13,21652,2017-09-20,28,Al Bayda
28.467,0.58,66320,2017-09-03,384,Hajjah
28.41,0.26,57168,2017-09-10,146,Dhamar
28.375,1.0,17217,2018-01-28,120,Raymah
28.34,0.08,80140,2017-10-11,67,Amanat Al Asimah
28.31,0.29,41626,2017-09-21,122,Sana'a
28.305,0.58,65943,2017-09-02,384,Hajjah
28.3,0.3,43362,2017-07-29,150,Amran
28.3,0.4,21342,2017-07-21,75,Al Dhale'e
28.3,0.6,21537,2017-07-22,119,Al Mahwit
28.219,0.13,21429,2017-09-19,28,Al Bayda
28.136,0.26,56617,2017-09-09,146,Dhamar
28.131999999999998,0.08,79551,2017-10-10,67,Amanat Al Asimah
28.131,0.08,79550,2017-10-09,67,Amanat Al Asimah
28.026999999999997,0.13,21283,2017-09-18,28,Al Bayda
28.0,0.3,42870,2017-07-28,150,Amran
27.976,0.59,65176,2017-09-01,383,Hajjah
27.901,0.08,78898,2017-10-08,67,Amanat Al Asimah
27.87,0.26,56081,2017-09-08,146,Dhamar
27.828000000000003,0.59,64832,2017-08-31,383,Hajjah
27.8,0.4,20941,2017-07-20,75,Al Dhale'e
27.775,0.71,16853,2018-01-21,120,Raymah
27.768,0.09,78522,2017-10-05,67,Amanat Al Asimah
27.697,0.59,64526,2017-08-30,383,Hajjah
27.666999999999998,0.08,78238,2017-10-04,66,Amanat Al Asimah
27.608,0.13,20965,2017-09-17,28,Al Bayda
27.608,0.13,20965,2017-09-16,28,Al Bayda
27.6,0.4,42250,2017-07-27,150,Amran
27.58,0.26,55498,2017-09-07,146,Dhamar
27.525,0.08,77835,2017-10-03,66,Amanat Al Asimah
27.430999999999997,0.13,20831,2017-09-15,28,Al Bayda
27.305,0.09,77215,2017-10-01,66,Amanat Al Asimah
27.305,0.09,77215,2017-10-02,66,Amanat Al Asimah
27.281,0.3,40113,2017-09-20,122,Sana'a
27.276999999999997,0.13,20714,2017-09-14,27,Al Bayda
27.241999999999997,0.26,54819,2017-09-06,145,Dhamar
27.203000000000003,0.09,76925,2017-09-30,66,Amanat Al Asimah
27.2,0.4,20504,2017-07-19,74,Al Dhale'e
27.2,0.4,41587,2017-07-26,150,Amran
27.2,0.6,20697,2017-07-21,119,Al Mahwit
27.064,0.61,63051,2017-08-29,382,Hajjah
27.057,0.13,20547,2017-09-13,27,Al Bayda
27.033,0.73,16403,2018-01-14,120,Raymah
26.948,0.09,76203,2017-09-28,66,Amanat Al Asimah
26.913,0.27,54157,2017-09-05,145,Dhamar
26.88,0.61,62623,2017-08-28,382,Hajjah
26.828000000000003,0.09,75864,2017-09-27,66,Amanat Al Asimah
26.8,0.4,41038,2017-07-25,150,Amran
26.761999999999997,0.13,20323,2017-09-12,27,Al Bayda
26.715999999999998,0.09,75547,2017-09-26,66,Amanat Al Asimah
26.7,0.6,20320,2017-07-20,117,Al Mahwit
26.7,0.6,20320,2017-07-19,117,Al Mahwit
26.647,0.62,62081,2017-08-27,382,Hajjah
26.6,0.4,20054,2017-07-18,74,Al Dhale'e
26.593000000000004,0.27,53512,2017-09-04,145,Dhamar
26.553,0.09,75088,2017-09-25,66,Amanat Al Asimah
26.523000000000003,0.13,20141,2017-09-11,27,Al Bayda
26.5,0.4,40488,2017-07-24,150,Amran
26.493000000000002,0.2,16195,2017-08-06,33,Abyan
26.444000000000003,0.09,74778,2017-09-24,66,Amanat Al Asimah
26.302,0.27,52927,2017-09-03,145,Dhamar
26.3,0.6,19997,2017-07-18,117,Al Mahwit
26.284000000000002,0.09,74327,2017-09-23,66,Amanat Al Asimah
26.246,0.14,19931,2017-09-10,27,Al Bayda
26.244,0.75,15924,2018-01-07,120,Raymah
26.233,0.09,74182,2017-09-22,66,Amanat Al Asimah
26.154,0.63,60933,2017-08-26,382,Hajjah
26.105999999999998,0.09,73823,2017-09-21,66,Amanat Al Asimah
26.1,0.4,19659,2017-07-16,74,Al Dhale'e
26.1,0.4,19659,2017-07-17,74,Al Dhale'e
26.03,0.14,19767,2017-09-09,27,Al Bayda
26.028000000000002,0.28,52376,2017-09-02,145,Dhamar
26.0,0.4,39803,2017-07-23,150,Amran
25.958000000000002,0.32,38167,2017-09-19,122,Sana'a
25.951,0.09,73384,2017-09-20,66,Amanat Al Asimah
25.873,0.09,73164,2017-09-19,66,Amanat Al Asimah
25.8,0.6,19650,2017-07-17,117,Al Mahwit
25.787,0.28,51891,2017-09-01,145,Dhamar
25.784000000000002,0.09,72913,2017-09-18,66,Amanat Al Asimah
25.776,0.14,19574,2017-09-08,27,Al Bayda
25.7,0.4,39277,2017-07-22,150,Amran
25.638,0.09,72500,2017-09-17,66,Amanat Al Asimah
25.621,0.28,51556,2017-08-31,145,Dhamar
25.563000000000002,0.32,37587,2017-09-18,122,Sana'a
25.506,0.14,19369,2017-09-07,27,Al Bayda
25.471999999999998,0.78,15456,2017-12-31,120,Raymah
25.468000000000004,0.09,72020,2017-09-16,66,Amanat Al Asimah
25.4,0.4,38802,2017-07-21,150,Amran
25.369,0.09,71740,2017-09-15,66,Amanat Al Asimah
25.365,0.28,51041,2017-08-30,144,Dhamar
25.3,0.6,19278,2017-07-16,115,Al Mahwit
25.23,0.09,71346,2017-09-14,66,Amanat Al Asimah
25.221999999999998,0.14,19153,2017-09-06,27,Al Bayda
25.136,0.09,71081,2017-09-13,66,Amanat Al Asimah
25.1,0.4,38342,2017-07-20,150,Amran
25.1,0.4,18902,2017-07-15,73,Al Dhale'e
25.094,0.29,50495,2017-08-29,144,Dhamar
25.079,0.33,36875,2017-09-17,122,Sana'a
24.991,0.09,70669,2017-09-12,66,Amanat Al Asimah
24.9,0.6,18963,2017-07-15,115,Al Mahwit
24.9,0.2,15220,2017-08-03,33,Abyan
24.892,0.14,18903,2017-09-05,27,Al Bayda
24.878,0.09,70350,2017-09-11,66,Amanat Al Asimah
24.840999999999998,0.29,49987,2017-08-28,144,Dhamar
24.838,0.79,15071,2017-12-17,119,Raymah
24.758000000000003,0.09,70012,2017-09-10,66,Amanat Al Asimah
24.7,0.4,37814,2017-07-19,150,Amran
24.656999999999996,0.14,18724,2017-09-04,27,Al Bayda
24.613000000000003,0.09,69601,2017-09-09,66,Amanat Al Asimah
24.559,0.29,49420,2017-08-27,144,Dhamar
24.458000000000002,0.09,69162,2017-09-08,65,Amanat Al Asimah
24.445,0.34,35943,2017-09-16,122,Sana'a
24.4,0.4,37260,2017-07-18,150,Amran
24.4,0.4,18419,2017-07-14,72,Al Dhale'e
24.355,0.09,68872,2017-09-07,65,Amanat Al Asimah
24.348000000000003,0.4,30455,2017-08-24,122,Sana'a
24.345,0.15,18487,2017-09-03,27,Al Bayda
24.256,0.64,60025,2017-08-24,382,Hajjah
24.241999999999997,0.29,48781,2017-08-26,143,Dhamar
24.241,0.4,30321,2017-08-23,122,Sana'a
24.17,0.09,68349,2017-09-06,64,Amanat Al Asimah
24.142,0.64,59744,2017-08-23,382,Hajjah
24.134,0.4,30187,2017-08-22,122,Sana'a
24.129,0.15,18323,2017-09-02,27,Al Bayda
24.128,0.09,24342,2018-02-04,22,Lahj
24.128,0.09,24342,2018-02-11,22,Lahj
24.128,0.09,24342,2018-02-18,22,Lahj
24.127,0.09,24341,2018-01-14,22,Lahj
24.127,0.09,24341,2018-01-21,22,Lahj
24.127,0.09,24341,2018-01-28,22,Lahj
24.12,0.09,24334,2018-01-07,22,Lahj
24.1,0.2,14737,2017-08-01,33,Abyan
24.0735,0.09,155908,2018-02-18,282,Al Hudaydah
24.061,0.09,68040,2017-09-05,64,Amanat Al Asimah
24.053,0.41,30086,2017-08-21,122,Sana'a
24.0,0.4,36740,2017-07-17,149,Amran
24.0,0.6,18243,2017-07-14,115,Al Mahwit
24.0,0.4,18047,2017-07-12,71,Al Dhale'e
24.0,0.4,18050,2017-07-13,71,Al Dhale'e
23.978,0.41,29992,2017-08-20,122,Sana'a
23.971,0.09,155245,2018-02-11,282,Al Hudaydah
23.953000000000003,0.09,67734,2017-09-04,64,Amanat Al Asimah
23.936,0.15,18177,2017-09-01,27,Al Bayda
23.909000000000002,0.35,35155,2017-09-15,122,Sana'a
23.892,0.81,14497,2017-11-26,117,Raymah
23.879,0.41,29868,2017-08-19,122,Sana'a
23.819000000000003,0.09,154262,2018-02-04,281,Al Hudaydah
23.816999999999997,0.65,58939,2017-08-22,381,Hajjah
23.795,0.15,18070,2017-08-31,27,Al Bayda
23.772,0.1,67222,2017-09-03,64,Amanat Al Asimah
23.744,0.41,29699,2017-08-18,122,Sana'a
23.735,0.41,29688,2017-08-17,122,Sana'a
23.7,0.2,14474,2017-07-31,33,Abyan
23.693,0.0,153446,2018-01-28,281,Al Hudaydah
23.669,0.15,17974,2017-08-30,27,Al Bayda
23.668000000000003,0.1,66928,2017-09-02,64,Amanat Al Asimah
23.636,0.65,58490,2017-08-21,381,Hajjah
23.6,0.4,36116,2017-07-16,149,Amran
23.578000000000003,0.1,66675,2017-09-01,64,Amanat Al Asimah
23.564,0.41,29474,2017-08-16,122,Sana'a
23.561,0.0,152592,2018-01-21,281,Al Hudaydah
23.524,0.1,66523,2017-08-31,64,Amanat Al Asimah
23.522,0.35,34585,2017-09-14,122,Sana'a
23.509,0.81,14265,2017-11-19,116,Raymah
23.5,0.6,17877,2017-07-13,113,Al Mahwit
23.471999999999998,0.15,17824,2017-08-29,27,Al Bayda
23.464000000000002,0.42,29349,2017-08-15,122,Sana'a
23.4,0.4,17622,2017-07-11,71,Al Dhale'e
23.37,0.4,29234,2017-08-13,122,Sana'a
23.364,0.1,66070,2017-08-30,64,Amanat Al Asimah
23.345,0.66,57770,2017-08-20,381,Hajjah
23.311999999999998,0.36,34276,2017-09-13,122,Sana'a
23.31,0.095,150965,2018-01-14,280,Al Hudaydah
23.296,0.1,65878,2017-08-29,64,Amanat Al Asimah
23.215,0.15,17629,2017-08-28,27,Al Bayda
23.210500000000003,0.09,150319,2018-01-07,278,Al Hudaydah
23.201,0.1,65609,2017-08-28,64,Amanat Al Asimah
23.2,0.2,14195,2017-07-30,32,Abyan
23.2,0.4,35419,2017-07-15,149,Amran
23.188000000000002,0.66,57382,2017-08-19,381,Hajjah
23.127,0.1,65399,2017-08-27,64,Amanat Al Asimah
23.108,0.36,33977,2017-09-12,122,Sana'a
23.025,0.1,65111,2017-08-26,64,Amanat Al Asimah
23.013,0.095,149041,2017-12-31,277,Al Hudaydah
22.968000000000004,0.15,17442,2017-08-27,27,Al Bayda
22.913,0.83,13903,2017-11-08,116,Raymah
22.901999999999997,0.36,33674,2017-09-11,122,Sana'a
22.9,0.4,34994,2017-07-14,149,Amran
22.893,0.67,56652,2017-08-18,381,Hajjah
22.863000000000003,0.84,13873,2017-11-07,116,Raymah
22.791,0.84,13829,2017-11-06,116,Raymah
22.789,0.4,28505,2017-08-06,119,Sana'a
22.745,0.16,17272,2017-08-26,27,Al Bayda
22.715,0.3,20966,2018-02-18,62,Aden
22.709,0.37,33390,2017-09-10,122,Sana'a
22.701999999999998,0.3,20954,2018-02-11,62,Aden
22.701,0.43,67129,2018-02-18,288,Ibb
22.7,0.2,13904,2017-07-29,32,Abyan
22.7,0.2,13899,2017-07-28,32,Abyan
22.678,0.3,20932,2018-02-04,62,Aden
22.651999999999997,0.3,20908,2018-01-28,62,Aden
22.646,0.84,13741,2017-11-05,116,Raymah
22.644000000000002,0.84,13740,2017-11-04,116,Raymah
22.63,0.0,20887,2018-01-21,62,Aden
22.609,0.3,20868,2018-01-14,62,Aden
22.585,0.3,20846,2018-01-07,62,Aden
22.575,0.68,55866,2017-08-17,380,Hajjah
22.555999999999997,0.3,20819,2017-12-31,62,Aden
22.531,0.85,13671,2017-11-03,116,Raymah
22.531,0.37,33128,2017-09-09,122,Sana'a
22.525,0.43,66609,2018-02-11,288,Ibb
22.5,0.4,34462,2017-07-13,149,Amran
22.4755,0.095,145559,2017-12-17,273,Al Hudaydah
22.47,0.09,22669,2017-12-31,21,Lahj
22.44,0.09,22639,2017-12-17,21,Lahj
22.416,0.3,47544,2017-08-24,142,Dhamar
22.4,0.4,28000,2017-08-03,118,Sana'a
22.397,0.09,22596,2017-11-26,21,Lahj
22.371,0.09,22569,2017-11-19,21,Lahj
22.369,0.43,66147,2018-02-04,287,Ibb
22.361,0.85,13568,2017-10-30,116,Raymah
22.326,0.09,22524,2017-11-08,21,Lahj
22.322,0.09,22520,2017-11-07,21,Lahj
22.316,0.09,22514,2017-11-06,21,Lahj
22.31,0.09,22508,2017-11-05,21,Lahj
22.307,0.09,22505,2017-11-04,21,Lahj
22.305,0.09,22503,2017-11-03,21,Lahj
22.3,0.2,13652,2017-07-27,32,Abyan
22.295,0.86,13528,2017-10-29,116,Raymah
22.283,0.09,22481,2017-10-30,21,Lahj
22.281999999999996,0.09,22480,2017-10-29,21,Lahj
22.281999999999996,0.3,20566,2017-12-17,62,Aden
22.278000000000002,0.69,55131,2017-08-16,378,Hajjah
22.276999999999997,0.09,22474,2017-10-28,21,Lahj
22.272,0.09,22469,2017-10-25,21,Lahj
22.269000000000002,0.44,65852,2018-01-28,287,Ibb
22.261,0.09,22458,2017-10-22,21,Lahj
22.256999999999998,0.09,22454,2017-10-21,21,Lahj
22.206999999999997,0.37,32652,2017-09-08,122,Sana'a
22.2,0.7,16922,2017-07-12,111,Al Mahwit
22.2,0.4,27718,2017-08-01,117,Sana'a
22.199,0.86,13470,2017-10-28,116,Raymah
22.162,0.09,22358,2017-10-17,20,Lahj
22.112,0.09,22308,2017-10-16,20,Lahj
22.1,0.4,16624,2017-07-10,71,Al Dhale'e
22.1,0.4,33861,2017-07-12,149,Amran
22.1,0.4,27613,2017-07-31,117,Sana'a
22.095,0.44,65339,2018-01-21,287,Ibb
22.086,0.3,46844,2017-08-23,142,Dhamar
22.081,0.16,17006,2017-08-24,27,Al Bayda
22.018,0.69,54488,2017-08-15,378,Hajjah
22.018,0.87,13360,2017-10-25,116,Raymah
22.0,0.4,27535,2017-07-30,115,Sana'a
21.978,0.31,20286,2017-11-26,62,Aden
21.973000000000003,0.09,22168,2017-10-14,20,Lahj
21.956,0.38,32283,2017-09-07,122,Sana'a
21.9,0.4,27391,2017-07-29,115,Sana'a
21.872,0.38,32160,2017-09-06,122,Sana'a
21.868000000000002,0.87,13269,2017-10-22,116,Raymah
21.854,0.31,20171,2017-11-19,62,Aden
21.85,0.31,46344,2017-08-22,142,Dhamar
21.824,0.44,64536,2018-01-14,286,Ibb
21.81,0.88,13234,2017-10-21,116,Raymah
21.8,0.4,27232,2017-07-28,115,Sana'a
21.784000000000002,0.16,16777,2017-08-23,27,Al Bayda
21.784000000000002,0.09,21977,2017-10-11,20,Lahj
21.7,0.4,27117,2017-07-27,115,Sana'a
21.686,0.45,64128,2018-01-07,286,Ibb
21.6,0.4,26965,2017-07-26,115,Sana'a
21.6,0.7,16444,2017-07-11,111,Al Mahwit
21.599,0.38,31758,2017-09-05,122,Sana'a
21.572,0.09,21763,2017-10-10,20,Lahj
21.572,0.09,21763,2017-10-09,20,Lahj
21.566,0.89,13086,2017-10-17,116,Raymah
21.548000000000002,0.31,45704,2017-08-21,142,Dhamar
21.523000000000003,0.39,31646,2017-09-04,122,Sana'a
21.516,0.45,63625,2017-12-31,286,Ibb
21.493000000000002,0.16,16553,2017-08-22,27,Al Bayda
21.485,0.095,139145,2017-11-26,271,Al Hudaydah
21.47,0.7,53134,2017-08-13,378,Hajjah
21.469,0.31,19816,2017-11-08,62,Aden
21.468000000000004,0.89,13026,2017-10-16,116,Raymah
21.436999999999998,0.31,19786,2017-11-07,62,Aden
21.405,0.31,19757,2017-11-06,62,Aden
21.4,0.4,26798,2017-07-25,115,Sana'a
21.4,0.39,31466,2017-09-03,122,Sana'a
21.355,0.31,19711,2017-11-05,62,Aden
21.319000000000003,0.09,21508,2017-10-08,20,Lahj
21.315,0.32,19674,2017-11-04,62,Aden
21.31,0.39,31333,2017-09-02,122,Sana'a
21.3,0.5,32625,2017-07-11,149,Amran
21.3,0.2,13007,2017-07-26,32,Abyan
21.3,0.8,47389,2017-08-03,366,Hajjah
21.3,0.4,26656,2017-07-24,115,Sana'a
21.3,0.5,32611,2017-07-10,149,Amran
21.275,0.39,31281,2017-09-01,122,Sana'a
21.253,0.32,19616,2017-11-03,62,Aden
21.244,0.3,63696,2018-02-18,188,Taizz
21.233,0.32,45035,2017-08-20,142,Dhamar
21.230999999999998,0.16,16351,2017-08-21,26,Al Bayda
21.225,0.9,12879,2017-10-14,116,Raymah
21.221999999999998,0.39,31204,2017-08-31,122,Sana'a
21.209,0.3,63592,2018-02-11,188,Taizz
21.2,0.4,26498,2017-07-23,114,Sana'a
21.164,0.3,63457,2018-02-04,188,Taizz
21.155,0.39,31105,2017-08-30,122,Sana'a
21.144000000000002,0.1,136937,2017-11-19,270,Al Hudaydah
21.105999999999998,0.3,63282,2018-01-28,187,Taizz
21.070999999999998,0.39,30982,2017-08-29,122,Sana'a
21.031999999999996,0.46,62196,2017-12-17,285,Ibb
21.029,0.0,63050,2018-01-21,187,Taizz
21.015,0.32,19397,2017-10-30,62,Aden
21.0,0.16,16173,2017-08-20,26,Al Bayda
20.991999999999997,0.4,30865,2017-08-28,122,Sana'a
20.963,0.09,21149,2017-10-04,20,Lahj
20.963,0.09,21149,2017-10-05,20,Lahj
20.961,0.32,19347,2017-10-29,62,Aden
20.939,0.91,12705,2017-10-11,116,Raymah
20.938000000000002,0.32,44410,2017-08-19,141,Dhamar
20.92,0.32,19309,2017-10-28,62,Aden
20.912,0.4,30748,2017-08-27,122,Sana'a
20.9,0.4,26138,2017-07-22,114,Sana'a
20.9,0.3,12746,2017-07-25,32,Abyan
20.9,0.4,26123,2017-07-21,114,Sana'a
20.9,0.8,46354,2017-08-01,362,Hajjah
20.840999999999998,0.4,30644,2017-08-26,122,Sana'a
20.815,0.1,20999,2017-10-03,20,Lahj
20.811999999999998,0.32,19209,2017-10-25,62,Aden
20.802,0.3,62371,2018-01-14,187,Taizz
20.8,0.4,26010,2017-07-20,113,Sana'a
20.8,0.7,15819,2017-07-10,108,Al Mahwit
20.789,0.16,16011,2017-08-19,26,Al Bayda
20.752,0.92,12592,2017-10-10,116,Raymah
20.750999999999998,0.91,12591,2017-10-09,115,Raymah
20.728,0.32,19132,2017-10-22,62,Aden
20.695999999999998,0.32,19102,2017-10-21,62,Aden
20.69,0.3,62036,2018-01-07,187,Taizz
20.634,0.92,12520,2017-10-08,115,Raymah
20.61,0.32,43714,2017-08-18,141,Dhamar
20.6,0.4,25779,2017-07-19,113,Sana'a
20.557,0.16,15832,2017-08-18,26,Al Bayda
20.555,0.3,61631,2017-12-31,187,Taizz
20.5,0.5,31424,2017-07-07,147,Amran
20.5,0.4,25632,2017-07-18,113,Sana'a
20.496,0.1,20678,2017-10-02,20,Lahj
20.496,0.1,20678,2017-10-01,20,Lahj
20.463,0.33,18887,2017-10-17,62,Aden
20.442999999999998,0.17,15744,2017-08-17,26,Al Bayda
20.433,0.93,12398,2017-10-05,115,Raymah
20.416,0.33,18844,2017-10-16,62,Aden
20.4,0.8,45346,2017-07-31,359,Hajjah
20.4,0.4,25482,2017-07-17,113,Sana'a
20.4,0.3,12450,2017-07-24,32,Abyan
20.386,0.93,12370,2017-10-04,115,Raymah
20.357,0.32,43177,2017-08-17,140,Dhamar
20.355,0.1,20535,2017-09-30,20,Lahj
20.355,0.1,131827,2017-11-08,268,Al Hudaydah
20.352999999999998,0.32,43170,2017-08-16,140,Dhamar
20.34,0.33,18774,2017-10-14,62,Aden
20.313,0.17,15644,2017-08-16,26,Al Bayda
20.3,0.8,45073,2017-07-30,359,Hajjah
20.3,0.4,25414,2017-07-16,113,Sana'a
20.28,0.1,131342,2017-11-07,268,Al Hudaydah
20.267,0.47,59932,2017-11-26,284,Ibb
20.261,0.93,12294,2017-10-03,114,Raymah
20.2185,0.1,130943,2017-11-06,268,Al Hudaydah
20.2,0.4,25212,2017-07-15,113,Sana'a
20.2,0.5,30827,2017-07-06,146,Amran
20.195999999999998,0.7,49977,2017-08-06,374,Hajjah
20.189,0.33,18634,2017-10-11,62,Aden
20.159000000000002,0.3,60443,2017-12-17,184,Taizz
20.141,0.33,18590,2017-10-10,62,Aden
20.133,0.105,130390,2017-11-05,268,Al Hudaydah
20.102999999999998,0.33,42639,2017-08-15,140,Dhamar
20.1,0.5,15166,2017-07-07,70,Al Dhale'e
20.1,0.8,44563,2017-07-29,359,Hajjah
20.093,0.93,12192,2017-10-02,113,Raymah
20.093,0.93,12192,2017-10-01,113,Raymah
20.074,0.33,18528,2017-10-09,62,Aden
20.057000000000002,0.105,129896,2017-11-04,268,Al Hudaydah
20.042,0.1,20220,2017-09-28,20,Lahj
20.0015,0.105,129538,2017-11-03,268,Al Hudaydah
20.0,0.4,24957,2017-07-14,111,Sana'a
19.977,0.48,59074,2017-11-19,283,Ibb
19.957,0.34,18420,2017-10-08,62,Aden
19.933,0.93,12095,2017-09-30,113,Raymah
19.9,0.4,24846,2017-07-13,111,Sana'a
19.852,0.17,15289,2017-08-15,26,Al Bayda
19.843,0.1,20019,2017-09-27,20,Lahj
19.842,0.34,18314,2017-10-05,62,Aden
19.8,0.8,43970,2017-07-28,358,Hajjah
19.789,0.34,18265,2017-10-04,62,Aden
19.757,0.93,11988,2017-09-28,111,Raymah
19.735,0.34,18215,2017-10-03,62,Aden
19.7,0.5,30135,2017-07-05,146,Amran
19.7,0.5,24665,2017-07-12,111,Sana'a
19.676,0.93,11939,2017-09-27,111,Raymah
19.666,0.105,127366,2017-10-30,268,Al Hudaydah
19.66,0.2,15141,2017-08-13,26,Al Bayda
19.639,0.1,19813,2017-09-26,20,Lahj
19.608,0.34,18098,2017-10-02,62,Aden
19.608,0.34,18098,2017-10-01,62,Aden
19.6,0.7,14921,2017-07-07,108,Al Mahwit
19.5835,0.105,126830,2017-10-29,268,Al Hudaydah
19.582,0.1,64786,2017-08-24,64,Amanat Al Asimah
19.567,0.93,11873,2017-09-26,111,Raymah
19.53,0.3,41415,2017-08-13,140,Dhamar
19.53,0.34,18026,2017-09-30,62,Aden
19.5045,0.105,126318,2017-10-28,268,Al Hudaydah
19.5,0.8,43210,2017-07-27,358,Hajjah
19.5,0.5,24360,2017-07-11,111,Sana'a
19.45,0.94,11802,2017-09-25,111,Raymah
19.419,0.32,58223,2017-11-26,184,Taizz
19.4,0.4,14628,2017-07-06,65,Al Dhale'e
19.397000000000002,0.1,64174,2017-08-23,64,Amanat Al Asimah
19.386,0.35,17893,2017-09-28,62,Aden
19.386,0.35,17893,2017-09-27,62,Aden
19.340999999999998,0.1,19512,2017-09-25,20,Lahj
19.320999999999998,0.49,57136,2017-11-08,282,Ibb
19.316,0.35,17829,2017-09-26,62,Aden
19.3,0.3,11822,2017-07-22,32,Abyan
19.3,0.3,11823,2017-07-23,32,Abyan
19.3,0.8,42840,2017-07-26,358,Hajjah
19.3,0.5,29533,2017-07-04,146,Amran
19.297,0.49,57065,2017-11-07,282,Ibb
19.296,0.1,63840,2017-08-22,64,Amanat Al Asimah
19.295,0.95,11708,2017-09-24,111,Raymah
19.244500000000002,0.105,124636,2017-10-25,267,Al Hudaydah
19.242,0.35,17760,2017-09-25,62,Aden
19.24,0.5,56895,2017-11-06,282,Ibb
19.221,0.94,11663,2017-09-23,110,Raymah
19.2,0.7,14572,2017-07-06,108,Al Mahwit
