Attack Rate (per 1000),CFR (%),Cases,Date,Deaths,Governorate
41.916000000000004,0.19,84347,2017-11-07,157,Dhamar
41.858000000000004,0.42,97519,2017-10-30,410,Hajjah
41.728,0.19,83967,2017-11-06,156,Dhamar
41.722,0.41,31739,2017-08-17,131,Al Mahwit
41.675,0.42,97093,2017-10-29,410,Hajjah
41.637,0.25,31368,2017-08-20,77,Al Dhale'e
41.55,0.19,83610,2017-11-05,156,Dhamar
41.511,0.2,61036,2017-10-14,122,Sana'a
41.492,0.15,23685,2017-09-13,35,Abyan
41.485,0.15,23681,2017-09-12,35,Abyan
41.43899999999999,0.42,96543,2017-10-28,409,Hajjah
41.361000000000004,0.19,83229,2017-11-04,156,Dhamar
41.338,0.42,31447,2017-08-16,131,Al Mahwit
41.199,0.25,31038,2017-08-19,77,Al Dhale'e
41.178999999999995,0.19,82863,2017-11-03,156,Dhamar
41.153999999999996,0.2,60511,2017-10-11,122,Sana'a
41.148,0.43,95865,2017-10-25,409,Hajjah
41.107,0.15,23465,2017-09-11,35,Abyan
40.985,0.42,31178,2017-08-15,131,Al Mahwit
40.861,0.25,30783,2017-08-18,77,Al Dhale'e
40.71,0.43,94844,2017-10-22,409,Hajjah
40.681,0.15,23222,2017-09-09,35,Abyan
40.681,0.15,23222,2017-09-10,35,Abyan
40.6,0.4,30888,2017-08-13,131,Al Mahwit
40.524,0.2,59585,2017-10-09,122,Sana'a
40.524,0.2,59585,2017-10-10,122,Sana'a
40.411,0.43,94147,2017-10-21,409,Hajjah
40.400999999999996,0.19,81297,2017-10-30,156,Dhamar
40.345,0.15,23030,2017-09-08,35,Abyan
40.253,0.12,30568,2018-02-18,36,Al Bayda
40.219,0.21,59136,2017-10-08,122,Sana'a
40.177,0.19,80846,2017-10-29,156,Dhamar
39.973,0.19,80437,2017-10-28,156,Dhamar
39.893,0.21,58656,2017-10-05,122,Sana'a
39.854,0.12,30265,2018-02-11,36,Al Bayda
39.723,0.15,22675,2017-09-07,35,Abyan
39.719,0.15,22673,2017-09-06,35,Abyan
39.664,0.44,92406,2017-10-17,408,Hajjah
39.576,0.21,58191,2017-10-04,122,Sana'a
39.496,0.26,29755,2017-08-15,77,Al Dhale'e
39.496,0.26,29755,2017-08-16,77,Al Dhale'e
39.496,0.26,29755,2017-08-17,77,Al Dhale'e
39.479,0.12,29980,2018-02-04,35,Al Bayda
39.46,0.44,91932,2017-10-16,408,Hajjah
39.384,0.21,57908,2017-10-03,122,Sana'a
39.376,0.16,22477,2017-09-05,35,Abyan
39.359,0.2,79200,2017-10-25,156,Dhamar
39.145,0.45,91198,2017-10-14,408,Hajjah
39.134,0.11,29718,2018-01-28,34,Al Bayda
39.077,0.21,57456,2017-10-02,122,Sana'a
39.077,0.21,57456,2017-10-01,122,Sana'a
39.025,0.16,22277,2017-09-04,35,Abyan
38.832,0.21,57097,2017-09-30,122,Sana'a
38.814,0.45,90427,2017-10-11,403,Hajjah
38.813,0.2,78103,2017-10-22,156,Dhamar
38.657,0.2,77788,2017-10-21,156,Dhamar
38.631,0.16,22052,2017-09-03,35,Abyan
38.607,0.45,89945,2017-10-10,403,Hajjah
38.58,0.3,29063,2017-08-13,77,Al Dhale'e
38.543,0.0,29269,2018-01-21,34,Al Bayda
38.327,0.45,89292,2017-10-09,403,Hajjah
38.214,0.16,21814,2017-09-02,35,Abyan
37.993,0.46,88513,2017-10-08,403,Hajjah
37.836999999999996,0.2,76138,2017-10-17,156,Dhamar
37.833,0.12,28730,2018-01-14,34,Al Bayda
37.815,0.16,21586,2017-09-01,35,Abyan
37.638000000000005,0.5,28632,2017-08-06,131,Al Mahwit
37.611999999999995,0.2,75686,2017-10-16,155,Dhamar
37.594,0.46,87584,2017-10-05,401,Hajjah
37.523,0.46,87418,2017-10-04,401,Hajjah
37.484,0.27,57345,2017-08-24,156,Amran
37.483000000000004,0.22,55113,2017-09-28,122,Sana'a
37.467,0.12,28452,2018-01-07,34,Al Bayda
37.363,0.46,87046,2017-10-03,401,Hajjah
37.363,0.16,21328,2017-08-31,35,Abyan
37.361,0.16,21327,2017-08-30,35,Abyan
37.294000000000004,0.27,57054,2017-08-23,155,Amran
37.122,0.21,74700,2017-10-14,154,Dhamar
37.076,0.17,21164,2017-08-29,35,Abyan
36.939,0.27,56510,2017-08-22,155,Amran
36.876999999999995,0.47,85914,2017-10-02,400,Hajjah
36.876999999999995,0.47,85914,2017-10-01,400,Hajjah
36.859,0.12,27990,2017-12-31,33,Al Bayda
36.746,0.17,20976,2017-08-28,35,Abyan
36.603,0.28,55996,2017-08-21,154,Amran
36.547,0.47,85146,2017-09-30,399,Hajjah
36.489000000000004,0.07,103184,2018-02-18,71,Amanat Al Asimah
36.41,0.21,73267,2017-10-11,154,Dhamar
36.387,0.17,20771,2017-08-27,35,Abyan
36.279,0.12,27550,2017-12-17,33,Al Bayda
36.260999999999996,0.28,55473,2017-08-20,154,Amran
36.244,0.07,102493,2018-02-11,71,Amanat Al Asimah
36.23,0.3,27294,2017-08-06,77,Al Dhale'e
36.038000000000004,0.07,101910,2018-02-04,71,Amanat Al Asimah
36.0,0.17,20550,2017-08-26,35,Abyan
35.977,0.47,83817,2017-09-28,398,Hajjah
35.896,0.21,72233,2017-10-09,153,Dhamar
35.896,0.21,72233,2017-10-10,153,Dhamar
35.872,0.28,54878,2017-08-19,154,Amran
35.845,0.0,101364,2018-01-28,71,Amanat Al Asimah
35.7,0.5,27171,2017-08-03,128,Al Mahwit
35.662,0.48,83084,2017-09-27,398,Hajjah
35.574,0.0,100596,2018-01-21,70,Amanat Al Asimah
35.546,0.28,54380,2017-08-18,154,Amran
35.42,0.21,71274,2017-10-08,153,Dhamar
35.286,0.24,51882,2017-09-27,122,Sana'a
35.282,0.12,26793,2017-11-26,33,Al Bayda
35.259,0.29,53940,2017-08-17,154,Amran
35.176,0.49,81951,2017-09-26,398,Hajjah
35.169000000000004,0.07,99452,2018-01-14,70,Amanat Al Asimah
35.0,0.07,98975,2018-01-07,70,Amanat Al Asimah
34.939,0.12,26532,2017-11-19,32,Al Bayda
34.925,0.29,53430,2017-08-16,153,Amran
34.91,0.22,70248,2017-10-05,153,Dhamar
34.8,0.5,26446,2017-08-01,128,Al Mahwit
34.732,0.49,80916,2017-09-25,398,Hajjah
34.731,0.49,80914,2017-09-24,398,Hajjah
34.693000000000005,0.07,98105,2017-12-31,70,Amanat Al Asimah
34.676,0.22,69777,2017-10-04,153,Dhamar
34.582,0.29,52904,2017-08-15,153,Amran
34.559,0.49,80514,2017-09-23,398,Hajjah
34.351,0.49,80028,2017-09-22,396,Hajjah
34.215,0.22,68849,2017-10-03,153,Dhamar
34.113,0.12,25905,2017-11-08,31,Al Bayda
34.058,0.5,79347,2017-09-21,396,Hajjah
34.048,0.12,25856,2017-11-07,30,Al Bayda
34.0,0.3,25581,2017-08-03,76,Al Dhale'e
33.993,0.12,25814,2017-11-06,30,Al Bayda
33.958,0.22,68332,2017-10-01,153,Dhamar
33.958,0.22,68332,2017-10-02,153,Dhamar
33.937,0.12,25771,2017-11-05,30,Al Bayda
33.9,0.5,25809,2017-07-31,128,Al Mahwit
33.88,0.3,51827,2017-08-13,153,Amran
33.858000000000004,0.12,25711,2017-11-04,30,Al Bayda
33.779,0.12,25651,2017-11-03,30,Al Bayda
33.708,0.5,78530,2017-09-20,396,Hajjah
33.7,0.07,95298,2017-12-17,70,Amanat Al Asimah
33.69,0.23,67794,2017-09-30,153,Dhamar
33.639,0.25,49461,2017-09-26,122,Sana'a
33.5,0.5,25493,2017-07-29,125,Al Mahwit
33.5,0.3,25220,2017-08-01,76,Al Dhale'e
33.5,0.5,25495,2017-07-30,125,Al Mahwit
33.407,0.12,25369,2017-10-30,30,Al Bayda
33.396,0.51,77803,2017-09-19,396,Hajjah
33.383,0.12,25351,2017-10-29,30,Al Bayda
33.277,0.12,25270,2017-10-28,30,Al Bayda
33.213,0.23,66834,2017-09-28,153,Dhamar
33.066,0.12,25110,2017-10-25,29,Al Bayda
33.049,0.51,76995,2017-09-18,393,Hajjah
33.046,0.51,76988,2017-09-17,393,Hajjah
33.0,0.3,24849,2017-07-31,76,Al Dhale'e
32.95,0.25,48448,2017-09-25,122,Sana'a
32.949,0.23,66302,2017-09-27,152,Dhamar
32.897,0.51,76641,2017-09-16,393,Hajjah
32.782,0.12,24894,2017-10-22,29,Al Bayda
32.717,0.12,24845,2017-10-21,29,Al Bayda
32.701,0.23,65803,2017-09-26,152,Dhamar
32.7,0.5,24861,2017-07-28,124,Al Mahwit
32.67,0.18,19971,2017-08-24,35,Abyan
32.666,0.52,76104,2017-09-15,393,Hajjah
32.5,0.3,24485,2017-07-30,76,Al Dhale'e
32.463,0.08,91799,2017-11-26,70,Amanat Al Asimah
32.438,0.23,65274,2017-09-25,152,Dhamar
32.373000000000005,0.52,75421,2017-09-14,393,Hajjah
32.28,0.18,19733,2017-08-23,35,Abyan
32.177,0.12,24435,2017-10-17,29,Al Bayda
32.176,0.12,24434,2017-10-16,29,Al Bayda
32.165,0.23,64725,2017-09-24,151,Dhamar
32.03,0.12,24323,2017-10-14,29,Al Bayda
31.998,0.08,90486,2017-11-19,69,Amanat Al Asimah
31.956,0.18,19535,2017-08-22,35,Abyan
31.926,0.24,64243,2017-09-23,151,Dhamar
31.913,0.53,74349,2017-09-13,393,Hajjah
31.9,0.5,24262,2017-07-27,124,Al Mahwit
31.807,0.12,24154,2017-10-11,29,Al Bayda
31.709,0.3,48509,2017-08-06,151,Amran
31.682,0.24,63753,2017-09-22,151,Dhamar
31.643,0.53,73720,2017-09-12,392,Hajjah
31.62,0.12,24012,2017-10-09,29,Al Bayda
31.62,0.12,24012,2017-10-10,29,Al Bayda
